"('rating', '4.2')","('reviews_count', '52 review')","('location', 'Muskauer Str. 1, 10997 Berlin')","('contact', '030 6123581')","('website', 'jolesch.de')","('Time', {'Monday': 'NA', 'Tuesday': 'NA', 'Wednesday': 'NA', 'Thursday': 'NA', 'Friday': 'NA', 'Saturday': 'NA', 'Sunday': 'NA'})","('Reviews', [])","('Popular Times', {'Monday': [], 'Tuesday': [], 'Wednesday': [], 'Thursday': [], 'Friday': [], 'Saturday': [], 'Sunday': []})"
"('rating', '4.4')","('reviews_count', '57 review')","('location', 'Skalitzer Str. 38, 10999 Berlin')","('contact', '030 69533377')","('website', 'business.site')","('Time', {'Monday': 'NA', 'Tuesday': 'NA', 'Wednesday': 'NA', 'Thursday': 'NA', 'Friday': 'NA', 'Saturday': 'NA', 'Sunday': 'NA'})","('Reviews', [])","('Popular Times', {'Monday': [], 'Tuesday': [], 'Wednesday': [], 'Thursday': [], 'Friday': [], 'Saturday': [], 'Sunday': []})"
"('rating', '4.4')","('reviews_count', '47 review')","('location', 'Charlottenstraße 63, Kronenstraße 54, 10117 Berlin')","('contact', '030 20216979')","('website', 'sapa-berlin.de')","('Time', {'Monday': 'NA', 'Tuesday': 'NA', 'Wednesday': 'NA', 'Thursday': 'NA', 'Friday': 'NA', 'Saturday': 'NA', 'Sunday': 'NA'})","('Reviews', [])","('Popular Times', {'Monday': [], 'Tuesday': [], 'Wednesday': [], 'Thursday': [], 'Friday': [], 'Saturday': [], 'Sunday': []})"
"('rating', '4.9')","('reviews_count', '8 review')","('location', 'Welserstraße 10-12, 10777 Berlin')","('contact', '030 20929492')","('website', 'bobthoms.berlin')","('Time', {'Monday': 'NA', 'Tuesday': 'NA', 'Wednesday': 'NA', 'Thursday': 'NA', 'Friday': 'NA', 'Saturday': 'NA', 'Sunday': 'NA'})","('Reviews', [])","('Popular Times', {'Monday': [], 'Tuesday': [], 'Wednesday': [], 'Thursday': [], 'Friday': [], 'Saturday': [], 'Sunday': []})"
"('rating', '4.1')","('reviews_count', '39 review')","('location', 'Pücklerstraße 34, 10997 Berlin')","('contact', '030 6175502')","('website', 'markthallen-restaurant.de')","('Time', {'Monday': 'NA', 'Tuesday': 'NA', 'Wednesday': 'NA', 'Thursday': 'NA', 'Friday': 'NA', 'Saturday': 'NA', 'Sunday': 'NA'})","('Reviews', [])","('Popular Times', {'Monday': [], 'Tuesday': [], 'Wednesday': [], 'Thursday': [], 'Friday': [], 'Saturday': [], 'Sunday': []})"
"('rating', '4.3')","('reviews_count', ',382 review')","('location', 'Oranienstraße 204, 10999 Berlin')","('contact', '030 6125550')","('website', 'amrit.de')","('Time', {'Monday': 'NA', 'Tuesday': 'NA', 'Wednesday': 'NA', 'Thursday': 'NA', 'Friday': 'NA', 'Saturday': 'NA', 'Sunday': 'NA'})","('Reviews', [])","('Popular Times', {'Monday': [], 'Tuesday': [], 'Wednesday': [], 'Thursday': [], 'Friday': [], 'Saturday': [], 'Sunday': []})"
"('rating', '3.9')","('reviews_count', '15 review')","('location', 'Lützowstraße 81, 10785 Berlin')","('contact', '030 2155294')","('website', 'kindeeberlin.com')","('Time', {'Monday': 'NA', 'Tuesday': 'NA', 'Wednesday': 'NA', 'Thursday': 'NA', 'Friday': 'NA', 'Saturday': 'NA', 'Sunday': 'NA'})","('Reviews', [])","('Popular Times', {'Monday': [], 'Tuesday': [], 'Wednesday': [], 'Thursday': [], 'Friday': [], 'Saturday': [], 'Sunday': []})"
"('rating', '4.7')","('reviews_count', ',281 review')","('location', 'Strausberger Pl. 2, 10178 Berlin')","('contact', '030 95598243')","('website', 'amano-ristorante.de')","('Time', {'Monday': 'NA', 'Tuesday': 'NA', 'Wednesday': 'NA', 'Thursday': 'NA', 'Friday': 'NA', 'Saturday': 'NA', 'Sunday': 'NA'})","('Reviews', [])","('Popular Times', {'Monday': [], 'Tuesday': [], 'Wednesday': [], 'Thursday': [], 'Friday': [], 'Saturday': [], 'Sunday': []})"
"('rating', '4.3')","('reviews_count', ',483 review')","('location', 'Manteuffelstraße 86, 10997 Berlin')","('contact', '030 6127790')","('website', 'adanagrillhaus.de')","('Time', {'Monday': 'NA', 'Tuesday': 'NA', 'Wednesday': 'NA', 'Thursday': 'NA', 'Friday': 'NA', 'Saturday': 'NA', 'Sunday': 'NA'})","('Reviews', [])","('Popular Times', {'Monday': [], 'Tuesday': [], 'Wednesday': [], 'Thursday': [], 'Friday': [], 'Saturday': [], 'Sunday': []})"
"('rating', '4.2')","('reviews_count', '07 review')","('location', 'Tempelhofer Ufer 6, 10963 Berlin')","('contact', '030 25294655')","('website', 'bluenileberlin.de')","('Time', {'Monday': 'NA', 'Tuesday': 'NA', 'Wednesday': 'NA', 'Thursday': 'NA', 'Friday': 'NA', 'Saturday': 'NA', 'Sunday': 'NA'})","('Reviews', [])","('Popular Times', {'Monday': [], 'Tuesday': [], 'Wednesday': [], 'Thursday': [], 'Friday': [], 'Saturday': [], 'Sunday': []})"
